reviewText,Positive
game flat boring . worth waste time download install . would recommend,0
"could fun , del griffith quoted , & quot ; playing pick-up stick butt cheek & quot ; , rather wasting time snoozer app . casino blackjack ? . like blackjack kitchen table granny . graphic small . p",0
tyvm free app ! ! great saturday 'll try.try cab fun n't like always delete right ? :0 ),1
good app free . constructive criticism fine 's reason dog game . i'fe playing morning . give try . free today hurt ?,1
play one everyday easy see ca n't figure change betting amount lower amount,1
"program need identity operate . careful info intrusive program need . would like hear developer plan , information .",0
one best blackjack game ever played need pay attention next move,1
"decided review app instead waiting 3:15 , glad , app suckks ! placed bet kindle fire lost friend . 'm reviewing new kindle fire , 1 star free app day ! :",0
hello fellow amazonians another day hospital . board watching roommate picking pus freshly amputated thumb recent hitchhiking accident . downloaded faotd entertain,0
fyi : data mining & quot ; read phone state & amp ; identity & quot ; necessary card game app . uninstall . . . . . .,0
"increased bet worked fine . decreased bet . go increase , n't work . n't matter hit decrease increase , 's stuck decrease .",0
download want enter credit card info . downloading ... free app need info. ? ? ? sure one problem refuse give game information .... unless fix,0
"teach correct move showing expected value hit , stay , double , split . also show customizable count allows many setting change .",1
"false advertising amazon permission section omit thing . bother permission section incomplete . whats next , whole bunch permission worthless without net access , download see net access",0
"poker , reviewer failed observe , well-done game , that.the permission obvious , informed : sd access store game save information ; phone state permission probably",1
"rate app experience , always look see 's going behind bell whistle downloading installing . heck , people ( least ) computer well . usually , count",0
"pretty , game well designed , quick completely make look imo . since quick get sucked lose game money time !",1
worth memory space unrealistic play . 'm hardcore blackjack player app teach people n't know blackjack screw others table trying count card instead learning lo,0
"good app . increase decrease bet problem . work fine nexus . would like sound , , interesting app .",1
"could n't get betting work . well , show display `` bankroll '' purse others would call never changed ... perhaps n't understand feature supposed work . figured placed bet would either win",0
another blackjack app prefer . ca n't remember even playing one . may time amazon app locked etablet angry bird season ad . n't think 've every successfully downloaded one .,0
awesome game ! intalled transformer droid 2. work great . problem changing bet . stupid dog woke up- first review ! windy today . sound like house may blow away oz !,1
great way keep math skill sharp waste time . fun play n't anything better . rule casino .,1
"fun play . teach play blackjack beginner expert . definitely worth price.contains adware analytics , work firewalled , adblocked data/wifi disabled .",1
nice app work advertised . worth free dl enjoy playing blackjackto idiot one star review get life already give faotdgo spend mommy 's money apps satisfy yoururge purgethanks aazon f,1
"recent trip casino louisiana , came home 'fever ' , perfect cure n't cost dime ! love . wish could find something similar roulette !",1
"playing hour , could predict card ( least card value ) would come next hand . instance , whenever ace number card , hit , always get card value ten end wi",0
n't often review apps unless thoroughly impressed distressed . said writing review probably saw photo game n't impressed . move since 's free app day,1
"real black jack app free better opinion . market 250,000 review like 90 review",0
"watch game time tv , really excited see offered faotd . however , ca n't get dealer let see flop , much less turn river . tried reinstalling , still fix . please update ! want n",1
watch lot tv know thing two poker . like flop river poker get full house .,1
practice bj strategy ! game 3 stars-confuses . strategy game intense ! practice best vega game,1
"find station somehow , say , & quot ; error & quot ; kindle fire . , creator say would play station , could better .",0
app find local station near still n't list radio station near . app n't worth downloading . downloaded trip took since going traveling different state . reall,0
found station area flash . would recommend app anyone needing find particular station favorite genre music .,1
"fm radio player . find local radio station play fm radio . great app travel . people n't read description think play , . n't get mad read .",1
"cant believe app ! ya help find radio station , many u r looking app right r looking something actually play music ? app stupid find radio station , n't even play",0
seems pretty cool . planning trip always hated losing station searching another one . tried home found radio station area . n't looking something play station,1
desk clock work great . glad free . definatly worth . use every day . help lot .,1
nice clock . accurate want clock . complaint .,1
perfect simple clock . use nonstop older phone baby 's nightstand . play music display clock night . perfect perfect .,1
nice calculator basic funcionaliy . look great 7 inch tablet ! recommended seeking solid calculator .,1
stuff stupid see work put 1x1 . u people said equal 2255'777 .. 22 whatever ur stupid stuff getting nerve ughhh noobs,0
look work better default android app ! m+ etcetera . nice keyboard layout color scheme .,1
noi dont period dont ask please ok .,1
simple calculator perfect basic need one n't ask permission thing think unnecessary calculator . highly recommend calculator .,1
added kindle fire hd . big number east use fancy . plain calculator balancing usage,1
"work weel sister 's kindle seems like enough keep , ca n't complain .",1
use app add bill work really well & # 34 ; problem & # 34 ; . use frequently n't glitch freezing .,1
love app . everything need & . great idea ! highly recommend product .,1
"application free kindle fire . easy use . showed doctor wanted know got . export result many different file type ( xl , doc , .... ) e-mail doctor check ups . love",1
"clean , simple efficient app . exactly need : track blood sugar , weight blood pressure . love ability set reminder . good product .",1
easy enter data provides easy understand summary information . default make simple quick use . especially like export feature allows easily create excel file send cardiologist . work well,1
great deal,1
"say thought stuff thought expensive sale come . great buy , season 's way shop .",1
"delivered faster , package would hit front door put order . post office dose n't even carry letter across town fast .",1
shopaholic love zappos . many great shoe course love app .,1
"zappos 8+ year , app make shopping easy . easily browse laying bed , much easier see big screen .",1
"'s fun site look , n't ordered year since hacked .",1
"love zappos , way one . great company business n't others like zappos .",1
think best shopping app yet .... hope greater thing build greater thing happen people download 's .... hope come upgraded one .. would jump hea,1
got message telling app corrupted would load kindle . n't attempt try loading second time .,0
"ive zappos fan member year , constantly improving already stellar customer service . company whole . love zappos !",1
"wear size 4.5 lady shoe buy shoe store longer . store rarely carry shoe size 6 , u smaller foot buy shoe line . zappos one best place . shoe cheap ,",1
shopping zappos quite year . & # 34 ; never & # 34 ; problem product service.if send email issue question always right back answer within day.i go nowhere else shoe,1
love shop zappos.com great selection shoe free shipping way . also like shopping shoe without sale person . 's super simple shop zappos .,1
zappos great thing going love buy amazon . spend entire day website search immediate location product .,1
"wear size 15 shoe , 'm pretty much limited online purchasing . love zappos app . super easy shop .",1
one best .com service used . thorough cover detail zappos department,1
"really nice see app done right . app cover shopping function , order placement , fulfilment order tracking . easay use user interface .",1
zappos make shopping home real pleasure . great website get lot view shoe interested help narrow choice . shoe arrive quickly shipping charge take time decididng,1
n't waste time . kindle looking website without app much better . limited graphic option .,0
"always product next business day , free return 365 day purchase , question asked . always friendly service .",1
"love zappos , free shipping , hazzles , arrives shortly order depending live . come nyc pa get overnight ship back free replacement sent w/o paying shipping . love free shippi",1
"company america look upon say & # 34 ; really enjoy business people & # 34 ; . zappos one . selection unparalleled . service second none , shipping customer service something",1
love zappos little app give easy access zappos ' feature full access zappos account .,1
apple wonderful shoe lover . shoe people love free kindle app . shoe kind woman .,1
going spend time shopping app . track free one day delivery !,1
product great quality . hassel display easily layer ionosphere 's gettingmy monies worth .,1
know order game know .,0
"'s easy , 's affordable , delivery even better . slot family friend shopping app .. everyone love",1
'm sorry zappos review . n't want buy shoe phone . ever . app automatically installed phone ( motorola droid razr maxx hd 4g android phone ( verizon wireless ) automatically updated jelly bean software,0
ordered line needed change order called customer service number person talked helpful . made change quick helpful . monday afternoon order ! great . thanks,1
sister first introduced zappos 's great . 've purchased shoe sneaker comfortable stylish . excellent service fast delivery make zappos one kind top line book .,1
"app easy use even fun ! 's user friendly . look particular brand style , everything relating one item . lot great thing buy , whether kid grandparent ! great great app !",1
loving keen 's . getting lot compliment . everyone want know got . course say zappos !,1
"zappos beyond fast come shipping . customer service amazing . set standard company problem solving , i.e. , n't fit , color n't match dress , etc . return handled expediently .",1
love app . use time . work great . make easy find 're looking .,1
app great navigating zappos great job improving customer shopping experience tablet perspective . strongly recommend app even casually browse zappos website .,1
"zappos new favorite website shopping online ! ! ! ! ! super addicting really easy use . would definitely recommend anyone want get present another person , . man woman , love site",1
"love zappos n't like something , return n't cost anything ! love !",1
extremely helpful placing order . willing work unique situation . service outstanding michelle regina awesome .,1
"far app easy use easy navigate . move screen screen well without freezing , make image larger want , something wish kindle apps would . far experience pleasant one .",1
find much stuff want ! good price wide selection ! highly recommend,1
"price site beat ! ! ! literally everything looking . shoe , handbag , jean , everything else .",1
great place shop great deal . ordered pair shoe realized ordered wrong size picked phone called omg great order changed received shoe next day .,1
worth time downloading app . zappos let 'm removing app kindle .,0
awesome app . use time . easy navigate . never issue ordering using app . great .,1
zappos best customer service department world come buying shoe . free shipping ... quick treat customer like vip ...,1
"like zappos , 'll love app . easy search specific item randomly look around . easy use . get !",1
zappos like magic . get product next day ( live california ... mostly ... happen michigan ) honestly n't know . shipping free.the hardest thing shopping thei,1
"shopped zappos shoe couple year say , love ! also bought gift card son hard buy make easier . everything bought high quality get package",1
"excited summer arrive finally wear adorable , flirty sandal ! make foot look smaller !",1
great website clothes . definitely order something website . also told sister .,1
year trouble finding shoe narrow foot . amazed selection shoe size . customer life !,1
great place buy shoe .. usually short video showing shoe look foot helpful u woman . shipping free return also free nothing lose everything gain trying th,1
shoe lover .. take pleasure using zappios web site fanastatic yoy never go wrong everyone thus app,1
"seems well made pair shoe , would buy again.have see stand test time ... : - )",1
zappos website alone efficient easy use app work perfectly . drawback scrolling hate touchscreen 's easy fun use zappos may expensive always worth money,1
"recently ordered several item zappos extremely satisfied quality product ordered , prompt attention , fast shipping order . one item ordered wrong size able promptly",1
"'ve shopped zappos find good merchandise . good customer satisfaction.if unhappy purchase return .also , deliver fast ; two day receive product .",1
"great , easy convenient website . easy navigate large number product many different area ... split catagories quick search .",1
great site many product great shipping handling return feature . many cool thing one place zappos .,1
zappos everything want especially come shoe . app make easier accessible !,1
love website . get free shipping free return . ton thing buy shoe clothes beauty beyond . 've ordered several time great experience time . sometimes 've found cheaper price .,1
rather use website app . n't care app . love zappos tho ! use website instead .,0
think one best website ease amount merchandise purchase . n't mind paying little get purchase overnight .,1
's easy browse shoe kindle . 've never problem app really love .,1
problem app . working perfectly android . get update purchase item quickly .,1
"original review : lock freeze kindle firei read review people wrote `` crash kindle '' . crash app exit main screen , experienced lock . kindle completely frozen . wa",1
long lasting good quality high instep .. size confusing .. men womens combined little .,1
look great going order two pair ! get season favorite glass . know ! !,1
love shopping zappos shoe need . far easier deal local store . review help make decision purchasing . 've ordering 10 year never unhappy moment . order 8n rarely r,1
app really understands present data small screen mobile device . 's easy use make shopping convenient .,1
loved app use itmuch kindle . may work doesnot always work others.thanks anyway amazon !,1
"got mother since always asking much tip leave . love ! person us electronic thing ( cell phone , computer , tablet ... ) , play certain game use app .",1
app quick download install . let adjust number person paying bill . also allows adjust tip percentage .,1
"used last night dinner friend . easy use , helpful tool .",1
using tip calculator 3 year ! best one market free . thing want widget !,1
"installed different apps like continued frustrated extra & quot ; feature & quot ; apps . perfect , simple calculator give info really need without overusing disk space .",1
"tell title netflix get , 're available streaming . since netflix 's dvd service renamed , app redesigned around streaming ( part still called netflix . )",0
great app kindle want watch bathroom otherwise complain may want try,1
uninstalled second day got . gave movie 'd never heard . worth space took kindle .,0
impressed friend one small picture compared . app super fun super coooool ! ( \____/ ) ( =^.^= ) ( & quot ; ) ___ ( & quot ; ) bunny ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! /\_/\ _/ ' ' \ / ) n n. _____ ( ( = ( =. & quot,1
"'s cute , n't use lot still cutest must hundred cute emote icon stuff nice app , thumb : )",1
sent dad message phone loved ! ! ! ! ! like mom dad love !,1
nice cute app . gave bunch different little thing text people . many different theme stuff . love .,1
"awful , n't waste time device storage . description bad execution worse . find better searching net .",0
"long time , work perfect ! ... either make text picture save , change one thats already save .. simply copy paste , go anywhere day long till paste .. `` must have '' need",1
"pageto write goodreview keyboard froze , completely dissapeared . fire crashed restart . think & quot ; maybe somethings wrong app & quot ; downloaded . tr",0
maybe 2 3 decent & quot ; image & quot ; rest horrible scrambled crap would n't even recognize without title description .,0
"really like good site : ) would recommend app anyone facebook , love text/email , social internet site often .",1
"app good . 's short catalog ascii art . 's . bad , great , 's free , learn make silly bunny rabbit : )",1
anyways u kindle fire u totally get u txt + u could press 1 u like give u option press send u send ur friend awesome would recommend ! ! ! ! ! ! ! ! ! !,1
idk copyright app something wont let copy pasteanything otherwise ilove looking picture twice day .,1
"even though copied net , probably best emoticons.ever . life . yes , ar-okay get point ... ! : c )",1
( kawaii=cute ) app amazing love stuff send . n't txting app 're . pretty easy copy super fun !,1
"good free . thanks . idiotic moron gave guy 1 star , get clue & amp ; life , loser .",1
soooooo awesome cause symbol look like animal people ! ! ! ! ! ! ! 's soooooo awesomei dont say ! ! ! ! :,1
"awesome , friend keep thinking bunny thing different type plant animal ... kinda crazy lol",1
"would n't download still , learned lot bunny ! ! ! ! ! ! ! ! ! awesome app ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! rlly impressed freinds bunny , alot ppl ! ! ! ! ! ! ! a+ app ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !",1
texting month many character make sense - without help . . creation fun give reference encounter someone 's cryptic msg . u knw .,1
12 year old daughter got kindle . us texting friend get big kick ! say friend ask make amazing picture . really like fun finding right picture,1
never removed app faster . app slapped together little time possible . & quot ; art & quot ; copied internet given generic name like & quot ; littleone13 & quot ; stead emoticon trying exp,0
"_| ( _ ) |^ |^| ^ & lt ; ^ & gt ; & lt ; + & gt ; & lt ; ^ & gt ; | || |\ \____/ | \___/ /\ , ___.|.___ , / ( _ ) anchor ! ! ! !",1
fun app . got free price n't problem sample n't bad could even use photo ! ! ! highly recommend anyone ( mostly kid whatever ) . 's best coolest app ever ! ! ! ! friend w,1
game s-u-c-k-s spell sucks.if u would get 's . get game ! ! ! ! ! ! !,0
searched app store hundred time yet find free version ! ! ! ! app company want money keep making apps . understand ! u free app !,0
"effect slow device , back button exit application without question want save , take picture crash app . worth buy ! !",0
could price go free cause kindle fire n't even cam 's take pica people mess april fool : c fair,0
"n't waste money . got kindle dosent sticker like ipod version , plus kindles n't camera take picture use default picture .",0
love mess people face . make fun add sticker . fun game,1
"despite fact connected via wifi , app open tell connect amazon appstore , advises check network connection.it close restarts tablet.this happened 4 time row , ,",0
"app keep rambunctious 4 year old busy , 's saying something . love gallery picture already available able input picture quite entertaining well .",1
"n't issue uploading photo , opening app using . incredible boring . either poke make jiggle . ooo-ahhh . warp picture little . n't waste $ money $ . unless want guess . .",0
warning everyone - purchase app circumstances.this app utterly useless scam . use gimp free thing internet . app want money .,0
"'s simple , yet , boy 7 & 4 ca n't get enough game ! 've owned day ! love !",1
worth free price . delete app . called free cosmopolitan magazine promo work . absolutely terrible .,0
"love free apps , one great , always find something new . 's super ! ! got ta try",1
received quite freebie site ! would defiantly recommend anyone like free stuff .,1
app good deal . lot work right kindle fire . far gotten free year subscription martha stewart rachel ray magazine food sample . recommend . magazine lone worth .,1
"app set beautifully , user friendly . several option click , would receive either note saying need upgrade use feature link advertisement . lot advertisement app ! b",0
"using year , 's always near accurate predicting cycle , handy child .",1
"work 'm thirteen got first menstrual cycle wanted blew track flow think work great ! advise download , work well behold !",1
chose bunch others tried . 've used 6 month cute layout really easy plug information .,1
wonderful little app . definitely worth download . predicts better kind 've ! 'm even tempted pay pro version ! ! ! ! totally recommended every woman ! !,1
"'m busy , rarely remember keep track cycle . app work great . month , figured monthly cycle 'm mean regular . also calendar remind whatever else need reminding . great little",1
"helped much since 've gotten . able keep track cycle , also add note help keep track health problem flare . doctor always asked pain get worse around",1
really like app . best ive found . accurate customizable . used others n't compare,1
like app mostly acurite great keeping period weight overall health,1
love much . waste money trust . also get advice others .,1
think 's really good app ! group ask personal question great way track period,1
thought everything app . helpful predicting unpredictable time . u want time conception app wonderful,1
"went pill month ago , husband trying # 2. never knew period would come always pill ( 10+ year ) pill pack always told due . month using app , figur",1
app useful also like comment app answer question recommend app n't want spending $ 2.99 pro want something simple,1
"really , every girl/woman need app . always convenient track period , track mood , symptom , intimate moment helpful . love app .",1
extremely accurate great app use teen woman period . highly recommend pink-pad ! looking get paid version also ! ! !,1
"would accept user name . gave error notice time , saying could n't use certain name , letter , number , punctuation . would n't even accept & quot ; jane smith & quot ; username.it 's ridiculous require user jum",0
could never remember started myperiod head . app n't remember . 's dandy put emotion thought . good job ! keep good work !,1
pink favorite color could pas ? ? ? pretty good stuff right : -d good thing 's free .,1
worked amazed 1 single day * * * * stupid get app trust u r waisting time,0
"handy app keep track period , fertile day , much . keep track mood , intimate , feeling day . probably going upgrade soon chart information . give",1
well got period said would stop sunday far nothing ! work really good !,1
"easy use app track fertility , period , weight . create graph track weight loss . also track mood symptom day leading period . also track intimacy date . hel",1
app amazing ! ! ! ! ! give people advice learning fun ! app help track pierod much ! ! ! option bacicly everything ! get app ! ! ! ! ! ! ! ! ! ! ! ! ! & lt ; 3,1
"great ! really help problem remembering date ! good idea pretty darn accurate ! ! ! ! ! ! ! ! ! ! awesome ! ! ! ! ! ! love , love , love ! ! ! ! ! !",1
love app . 's really accurate super easy use . 's useful . first 's accurate dosent much data go . log period get super accurate . defiantly recommend app .,1
've tried apps tracking period knowing 're fertile day ... none sleek simple use one . also enjoy forum member interact want .,1
super helpful . enables track almost every aspect cycle . even show ovulating ! great help used calendar hand . glad discovered .,1
"app , n't worry period surprising school one day wear white jean . take one thing mind make life much easier . love also track mood temp weight . foru",1
got app kindle fire absolutely wonderful . longer guess period symptom help well . 'm upgrading paid version .,1
"app deffinately worth . somebody like , trouble keeping period , life saver . also help record symptom different day different occasion . : app weight temperature",1
app really help track everything body . could never tell somewhat idea .,1
"neat little app . 's simple , easy use understand . upgradeable want extra 'stuff ' . needed upgrade mine . believe useful accurate far !",1
hate app 's worth playing 's boring ca n't anything place date stupid calender . say fantasia,0
program excellent ! helped keep track cycle thing . useful need know ca n't remember calendar date note need . helped much able get su,1
helpful keeping track better writing calendar . kind wish get background free cant complain free ! ! !,1
"worsks great helping track period everything , since tend forget . think ; great",1
love app ! able track everything going body . able track info keep track calander awesome . thank creating . recommend friend . daughter ha,1
"'m rather forgetful come keeping track something long time . girl age understand body completely . app help keep track , weight , craving since write note . loo",1
"use app daily . hubbs trying baby right , n't use birth control . app correctly predicted fertile time cycle . also like symptom mood tracker . planning get pregnant lik",1
love app ... help stay control going start intimate .,1
"work great , like . track everything period weight . happen get pregnant feature .",1
great app . really big help tracking everythingand looking ahead plan . even free version many us .,1
great chance talk girl age ask question get girl opinion serious silly topic ! ! ! !,1
man app help lot bc i. go doctor office ask question always say n't .,1
love app . awesome . use track fertility love let know length cycle.the note depth symptom tracker great feature .,1
"loving app far . could n't wait get period , could put . remember day checkbook register , would start period circle x rest ? day gone ! also looking",1
app amazingly awesome target love . best period tracked app ever ! ! ! ! ! ' great app,1
helpful cute . track girl stuff . also spot note case want record food whatever .,1
"'s great idea seriously kind complicated use . maybe upgrade , work better one n't really work good",1
app helpful keeping track every 'womanly ' encounter menstrating mood even weight . give calculated suggestion ovulate start next period based previous month information . also keep,1
loo ooo oooo vvvvveeeee itttttttt tbh cooldefinitely get foreals yo . 'll love app totally love like yea,1
"could tweak app perfect , love app recommended friend 's facebook . help keep track better could great extra : )",1
"like way app customized , one size fit . different us depending want use . user friendly .",1
free app 's pretty awesome ! started use . 'm tempted buy full version want give free version go see really like enough pay ! like graph chart easy use ! ! 's,1
"wonderful app . work well tracking period symptom , community friendly supportive . reccomend highly .",1
've using app two year . . year ago bought pro version app love much ! make sooooo easy dr actually accurately tell him/her date last period . love !,1
like apps like better . found different app liked deleted one,0
track document different change body go thru monthly . somewhat like personal diary.i love ! !,1
tried couple simialr apps decided give one try . loved . love also conversation others . detailed oriented .,1
"good app keep track ! month super cool , oraganized thing thanks lot great app .",1
app work really well . like feature let write mood feeling well thing . also pretty accurate tell period .,1
love app . keep track many thing . ad bottom n't bother .,1
great app tracking period ovulation date . hope full app free app day soon .,1
"love pink pad . tell next period start end . also u click link bottom , u find loose weight . help u cramping ur mood feel",1
"thanks pink pad , able track potential problem & amp ; alert doctor irregularity cycle . ( tried using pro version , locked . developer n't happen return e-mail , either . ) one bit bett",1
"track everything . period , day use extra birth control idea , sex , mood , symptom , child follow well . track daily medicine , depression , weight , help doctor track everything .. add picture",1
"app really neat app . 's really nice place/program input info , get feedback instant . would recommend woman age !",1
app sufficient help keep period & amp ; fertility . downloaded app year ago still one best apps kindle ... # loveit,1
"someone never really tracked period , decided health reason . always good keep thing . well anyways , decided download app wouldnt track cycle . accurate ,",1
"love app ! use tracking period , use journal daily body .",1
"thing awesome . keep period tracked day . love , 's cute pink let input mood symptom period happening .",1
always busy keep track period app make easy . easy use even help someone like time . private convenient .,1
"room everything , great way keep track premenopausal woe , ca n't go wrong app",1
"n't need know 'm ovulating , pre-menpausal , help able track length time period without flip back wall calendar . see next start date either default cycle length average .",1
've found app really helpful especially know 'll going trip something . adjusts thing according type pretty accurate used correctly although 's hard use . recommend,1
app help keep cycle . dr. appointment information need . guessing .,1
absolutely love pink pad . simple accurate . really n't know got pink pad . safely plan outing event without worrying period surprise .,1
"downloaded app kindle fire . pleased free version pink pad . easy way keep track monthly time . also love put emotion mood , make little fun ! would recommend",1
program work great easy understand . tell flower blooming avoid accident . thanks pink pad !,1
used app everyday couple year track period track weight dieting going gym daily .... great little app pay extended version also use keeping track 're,1
great way keep track period ... intimate moment ... feeling ... really helpful know best time try baby next period coming,1
"pink pad ( period tracker ) app needed help ne keep track time month . 's . great doctor visit need give info period schedule , flow , symptom . great beginner",1
downloaded 3 year ago ( since upgraded paid version ) love ! husband three year used track cycle avoid getting pregnant . believe birth control condom incredi,1
"great ! exactly looking ! enter date last period everything else done . want keep symptom mood , body temp weight enter calendar . precise easy !",1
"free version ad bottom . felt point since saw whiner complain tiny little random cycling ad . however paid version ( believe ) ad , plus feature . 'm pretty happy",1
"pleased app keep track matter many day period last . tried apps limit many day period , n't . simple use easy find data . happy",1
pink pad help keep track due know prepare accident .,1
"keep track period , ovulation , intimacy . useful gyno . asks last period . nice seems period n't shown , check . use note space mark possibly ovulating.cause every girl",1
come handy ! 's great put symptom choose flow . really put much little need want put . one gripe 're daily page filling information n't know da,1
love see thing change even cam 's n't work . wish cam 's . beach one droll though .,1
game make feel like ninja see * everything * looking really good game buy one $ 3.00 worth,1
believe people would give app 1 star . incredibly flexible fairly set . work well . thrilled .,1
like see thing around home office installed net eyeball keep tune 24/7 .,1
bought use baby monitor kindle fire hd foscam 8910w camera . app camera scanner get detail set . figured difficult part port forwarding using youtube video,1
best app ever ! use app time watch car patio door . record image sends email . view live 's spit sec . difference time . control camera right app . plan add camera .,1
"started free version paid get pro version , since included sound ( two buck ) work great . two foscam wireless webcam use software kindle fire hd . easily view camera insid",1
full version allows camera configured . 've setup camera accessible router work real well . connects faster camera manufacturer 's camera apps . 've configured relative ' camera,1
app ispy camera wayyyyyyy better cheaper . het instead . way less confusing also compared.to one,0
"love much ! there one problem . watching one camera venezuela , saw girl running three guy three shot . caution .",1
great app ever get see never thought would sal bro see laugh : (,1
"app started locking kindle fire bad hard reset , plug/unplug power cable , another hard reset get kindle unlock come back . contacting developer multiple time , realised",0
"'ve tried , , ip cam monitoring apps android kindle fire . tinycam support brand better others . recent upgrade support rtsp timely work great . hat 's developer .",1
"love app . travel world see beautiful scenery 's going part world , right comfort home !",1
"dont buy app ! ! ! see one place virginia . camera n't work . besides , want watch people walk around ?",0
"much unpaid version ! . wo n't autodiscover camera , really much help monitoring personal webcam . tried paid version much better , quirk network configuration ultimately frustrated .",0
1 cam would load seperate apps cell phone n kindle fire 'm pretty sure kindles n't webcam waste time horrible,0
"used similar program , could n't believe horribly-made app . hour frustration gave using it.my issue may related hardware ( kfhd ) ca n't sure .",0
well could found disappointing.it preform function said could do.example gotten actual picture camera would turn direction wanted.also short video use function,0
dose work . hate mix ittems phone kindles . stupid . : (,0
"need app use worldscope webcam streaming video . together , enable see live streaming video webcam around world .",1
program great monitor panasonic ipcam . noticed took paid version amazon ready make jump . use app kindle fire work great .,1
"started free app upgraded paid version ( great price ! ) . enables listening talking.the app work great . couple foscam wireless webcam program work great . easily view , move , l",1
"ap free installed quickly easily acer tablet dlink camera . need know basic information , ip address connected wireless network problem .",1
app cool see around world military italy muchmore place also get firework arcade super fun ! ! : ),1
cool see peaple doing.in sted loking windo see whate peaple app .,1
"work kindle 's kindle fire 's kind . believe meant notebook , camera mobile phone . disappointing . working example app open though . work che",0
n't would work kindle fire nut hetty heyyyy said yes definitely,1
11 8 year old kid tried spy brother . said work great . 's easy use understand .,1
"thing n't work well , buggy . stop kindle , could n't shut app kindle .",0
"would give -999999999999999 star could u look camera place nothing , u add camera n't ever load app worthless n't get n't know even put android already deleted",0
"tried app ( pro version ) five different kindle fire device , freeze ! developer indicated care . apparently n't think enough kindle user worry . goin",0
"setup took second . presets android-based webcam apps 've used ( securet livestream ip webcam ) , mean simple phone-to-phone video streaming solution . sweet .",1
"365gay defunct , edge become favorite source gay news . washington blade great online , app n't good edge n't work tablets.this edge app become new 'go-to ' source gay news . al",1
excited get app . n't updating ! news beginning april . n't know get app current month . disappointed . anyone tell fix ?,0
lot great info keep lgbt community across country . cover important issue & fun event,1
lot current news small memory usage.the one thing would like see go landscape mode make browing topic easier .,1
"someone new wicca find frequently running word unsure . could look via internet , always able get computer . also , sometimes internet give non-wiccan meaning .",1
know come get useful wiccan apps kindle fire.and make mistake reading reveiws see worth money.but instead get load fanatical crap spewd religious regard 's daring judge,1
"perfect . yes find term free computer 's nice one place portable kindle fire along book journal . forced dance naked ? ? n't make laugh , 's simply",1
"never sexually abused anyone name religion . never sex practicioners . fact never danced naked front anyone , much less & quot ; wizard & quot ; . also never met & quot ; wizard & quot ; ,",1
think great one like wicca . would recommend christian . lithuanian pegan think u learn way life religion app .,1
"dictionary word unaware ... chocked full information worth . great novice well practiced , around good dictionary ..",1
"starting sometimes brain fart , go-to definer wiccan .",1
dictionary nice writing companion book desk . use often writing endeavor .,1
wiccan 10 year never made dance necked unwilling sec anyone clearly fool know talking sound stupid claim wizerd yet state yo,1
poor eclectic pagan would love use app study important thing spend money ... please make app free day use learn become closer god goddess,1
got trouble sleeping quickly discovered work wonder 10 year old . adhd sometimes hard time relaxing enough fall asleep . night give kindle playing,1
"care app , special reason , like . n't like feature way worked . looking .",0
"always hard time getting sleep , n't sleep deeply finally get . used similar program past one good quality . work ! get sleep fast sleep deeply night long !",1
"since insomniac , find app soothing relaxing fall right sleep . one trouble falling asleep , highly recommend you.in addition , recommend general relaxation stressed , use",1
like . wanted much . wish relax part much longer . time getting really deep relaxed ? brought .,0
"really suck , . looking something ease mind going sleep . getting headache listening voice . opinion . remove kindle fire",0
app download audio needed . . . want $ 4.99 go hive audio . nice try !,0
one favorite apps relaxation . truly work rely night keyed sleep . 's free ! beat ?,1
professional insomniac well mental health professional . married psychiatrist . surrounded therapist ilk . impressed guy found rolling eye great deal . found char,0
"really love app , well sleep deeply app.i love apps useful every day . use 'm trouble getting sleep also let go tension.i 've used day center . teenager",1
're open definitely put relaxed state multiple option .,1
hi five star well done sound quality.i like smooth mind .,1
awesome mercy least think helped lot .,1
"night go straight sleep play .. worry drift 'm like light .. stress alot crap bed try , free dude ?",1
"must tell , 've listened several relaxation/guided imagery apps best far ! ca n't get thru 4-7 minute 'm asleep ! several video watch time , 're still awake . fyi~ doe",1
"first time completed sudoku puzzle excited surprise .yes , ! ! ! see right going addicting habit .",1
"download game book time kindle hd . product gave several error message never loaded correctly kindle.i tried using kindle , waste time e .",0
"number color brilliant ! totally changed way see board improved skill level . brain surgery 15 month ago major complication surgeon error . using game ,",1
"one game ca n't stop playing .. make u thing everything go . used get book althea time , tell got ipad ..",1
love playing game . 's lot fun . level challenging others ( i.e . 2 might little harder 3 ) . 's seems random level harder . 's fun great way kill little time .,1
downloaded game 6 year old grand-daughter . one favorite . much fun laughing animal tumble balance . mom also play - 's great ! 5 star !,1
cute puzzle game adult kid . kid think animal hilarious addicting ... 'll find saying & # 34 ; okay one level. & # 34 ;,1
"game provides user series challenge - block must removed without tossing little critter top ground . difficulty increase basic physic must intuitively applied succeed . fail , get many cha",1
"love feature thks app , really good job keep track workout , calorie count etc u even post facebook show ur friend",1
"'m happy say picked free 's worth $ 10 , especially download free piece attach ( including regular cardio trainer calorific ) . set started using first day 's great . work",1
